Service ID,Name,Compute Resource ID,Status,Engine,Cloud Type
b10607ed-0a51-41ce-bb85-a1f4e8e0431a,amitnewforsharad,ee40ad51-608b-458f-aeaa-2bdaf7f09921,UP,MySQL 8.0,aws
